document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
26da72cfd563728fc90c2a808a9c6f076fa4e815,train,Why did the Engineer order Claudia to read the Bible?,It was in Braille.,Because the Engineer was unable to read the Bible in Braille.,Why did the Engineer order Claudia to read the Bible ?,It was in Braille .,Because the Engineer was unable to read the Bible in Braille .
d9df8732f4fad8d4ffa6d8b2f7af12ea374a5be2,train,Why did Mumble drive Gloria away?,Because he feared for her safety.,He feared for her safety.,Why did Mumble drive Gloria away ?,Because he feared for her safety .,He feared for her safety .
ea4c34d27ecbe90a14541dd0bbc0b5c6f475f203,train,Where did the raven drop Tom?,At the castle of the giant,into the sea,Where did the raven drop Tom ?,At the castle of the giant,into the sea
b452510fec08b4c0590abdd1e8a4b134f57cd805,train,What time frame is the story based in?,The 1950s.,1950's,What time frame is the story based in ?,The 1950s .,1950 s
6ef2fced6f4193143bff41e88a4e5fa71381f923,train,Who do Tom and Charlie call for help when their truck goes into a ditch?,the National Guard,Disbatch,Who do Tom and Charlie call for help when their truck goes into a ditch ?,the National Guard,Disbatch
9cf95ffdf431fe1798c086f31cbf2a7efeb1f921,train,How many total women are in attendance at the Hillsover reunion?,Six,6,How many total women are in attendance at the Hillsover reunion ?,Six,6
854dd2f347a89b5653a9e8372541af6fc3590254,train,What is Jeannie arrested for?,False reporting ,False reporting,What is Jeannie arrested for ?,False reporting,False reporting
e2ad3b91abda132c04c65f7b93559d2ff23b1cac,test,Who is anticipating the desirable marriage with May Welland?,Newland Archer.,Newland Archer,Who is anticipating the desirable marriage with May Welland ?,Newland Archer .,Newland Archer
ae3efb0b2fda63f42da4951e42e315de58af6ed2,train,Who gets possession of Valentine's bond?,Angelica,Angelica,Who gets possession of Valentine s bond ?,Angelica,Angelica
57c08f2b7cd9847c53c96629e24a3c36e33c5e7e,train,What is spreading the deadly disease in Manhattan?,Cockroaches,cockroaches,What is spreading the deadly disease in Manhattan ?,Cockroaches,cockroaches
bb9df0f4f33c3622d88052e257a9b7ec2004ffa4,train,What does Aud warn the Vikings will happen if blood if shed in Hy-Brasil?,The island would sink.,The entire island would sink beneath the waves.,What does Aud warn the Vikings will happen if blood if shed in Hy-Brasil ?,The island would sink .,The entire island would sink beneath the waves .
f225a22410b95923cccefe1a5eb04075c4184376,train,What happens to Vivian?,Mark kills Vivian and stuffs her into a trunk.,Mark kills her and stuffs her in a trunk.,What happens to Vivian ?,Mark kills Vivian and stuffs her into a trunk .,Mark kills her and stuffs her in a trunk .
cf493688553201bacfcf215e282c7cfc4173bb8c,train,Who arrives to replace the science officer who died during the testing of the new systems of the Enterprise?,Commander Spock,Spock,Who arrives to replace the science officer who died during the testing of the new systems of the Enterprise ?,Commander Spock,Spock
febd3002298e75a9e9b5569500989766137608f8,train,What classes does Larry take in college?,speech and economics,Speech and Economics,What classes does Larry take in college ?,speech and economics,Speech and Economics
1ae015eaa8cd3b66136578e947afc72ed338fe10,test,Where does Dale wish to return to at the end of the drama?,New York City.,New York City,Where does Dale wish to return to at the end of the drama ?,New York City .,New York City
1c64744acb7e41887938c2e9b0cf6b2f85e92921,train,What time period did Anthony Meredith live and write?,From 2600 A.D. or 419 B.O.M,around 2600 AD,What time period did Anthony Meredith live and write ?,From 2600 A.D. or 419 B.O.M,around 2600 AD
75ff8bb86422bbcd3a2d0437fa6c239369ec498f,train,What kind of publication is The Jupiter?,It is a newspaper.,A newspaper. ,What kind of publication is The Jupiter ?,It is a newspaper .,A newspaper .
e2ad3b91abda132c04c65f7b93559d2ff23b1cac,test,"Before Newland can tell may that  he is leaving her, what does she tell him?",That she is pregnant,That she is pregnant.,"Before Newland can tell may that he is leaving her , what does she tell him ?",That she is pregnant,That she is pregnant .
c93b98fc3db3bc4323b55358caf2fa77b495a765,train,What is given to each Ranger by Dulcea?,Animal spirits. ,an animal spirit ,What is given to each Ranger by Dulcea ?,Animal spirits .,an animal spirit
948e7d8b12010b0eceeadc338a4554e1ba9d9b44,train,Why is Bethany important?,She is the last living relative of Jesus Christ.,she is the last relative of jesus,Why is Bethany important ?,She is the last living relative of Jesus Christ .,she is the last relative of jesus
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What is Doc Holiday's relationship to Wyatt?,Doc is Wyatt's friend.,long-time friend,What is Doc Holiday s relationship to Wyatt ?,Doc is Wyatt s friend .,long-time friend
ea371ba9cc41bf32aa8b37549662d2d3a38f084d,valid,What does Mr. Royall tell Harney when he notices how close Harney and Charity become?,Mr. Royall tells Harney he may no longer board with him.,He can no longer live in his house.,What does Mr. Royall tell Harney when he notices how close Harney and Charity become ?,Mr. Royall tells Harney he may no longer board with him .,He can no longer live in his house .
1aae28477e771b3af008ec59ce29086a1bc66776,test,Why was there black powder in the Marvins' vacation home?,Bob put it there after Bob escaped from Leo's attempt to kill him,Bob put it in the house thinking it was a metaphor to his problems,Why was there black powder in the Marvins ' vacation home ?,Bob put it there after Bob escaped from Leo s attempt to kill him,Bob put it in the house thinking it was a metaphor to his problems
d35d497fa8170ddb442d14bba0f777637315b78d,train,How does Thibault survive when he flees to the woods?,Eating animals his wolf friends catch for him,eating animals,How does Thibault survive when he flees to the woods ?,Eating animals his wolf friends catch for him,eating animals
b589fa0ea6b329cdd5a74561fbb2dd6789b1ceb0,train,Why had the mother of the children traveled to Madiera?,To recouperate from an illness,To get better from an illness,Why had the mother of the children traveled to Madiera ?,To recouperate from an illness,To get better from an illness
1c5ca93baf311815addd6b6fa1cdb23dd8c35b4a,train,Who was Alice?,Edward sister,Edward's sister,Who was Alice ?,Edward sister,Edward s sister
3b8b81b1451f953bfb01844ddd98542956290829,train,Which musical instrument can be heard playing in skies all over the world?,A trumpet.,trumpet,Which musical instrument can be heard playing in skies all over the world ?,A trumpet .,trumpet
05000d20b404b4f3c6c34127dc3836fecad8f134,train,Sir George believes that his wife Lady Frances is corrupted by what?,By a fashionable life.,fashionable life,Sir George believes that his wife Lady Frances is corrupted by what ?,By a fashionable life .,fashionable life
ad020448b562d244e23b4d9a55fde6b31971f583,test,Who is the woman Marius initially meets after Cornelius takes him to a house in Campagna?,Cecilia.,Cecilia.,Who is the woman Marius initially meets after Cornelius takes him to a house in Campagna ?,Cecilia .,Cecilia .
216a7a5535571aae2842944a3529fae1f664cb0f,train,What year does Harry leave for France?,1790,1790,What year does Harry leave for France ?,1790,1790
197cf28c98cf416fed651b7c569073249b37f855,test,What illness does Jamie suffer from?,Leukemia,Leukimia,What illness does Jamie suffer from ?,Leukemia,Leukimia
1508452704b5829941b98aeee2eeba192f5beae5,train,What now stands in the place of Martin Blank's childhood home?,A convenience store.,convenience store,What now stands in the place of Martin Blank s childhood home ?,A convenience store .,convenience store
57ac4ad4ce16d18533df2e32d3686aebc7419dba,train,How does the a foreign cinematographer offend the locals?,He messes with a historic firehose.,He messed with a historic firehouse ,How does the a foreign cinematographer offend the locals ?,He messes with a historic firehose .,He messed with a historic firehouse
b5e8bad0c0071c50ed8594102c9988250c2c03b1,train,Who is the Boar of Cornwall?,Arther,Arthur,Who is the Boar of Cornwall ?,Arther,Arthur
7cce97e00d2de0f9c3a19e5ac5c05f6449a77642,train,What happens when Anna is repossesed?,All the mirrors in mayflower explode,all of the mirrors explode,What happens when Anna is repossesed ?,All the mirrors in mayflower explode,all of the mirrors explode
2f52ade138d0da4921fc467bf836eb03b3891342,train,"During the end-credits, what is the crocodile tied to?",Flat-bed truck,A flat bed truckk,"During the end-credits , what is the crocodile tied to ?",Flat-bed truck,A flat bed truckk
3015bab88108b574f61356eaa21df5fb52f0c545,test,What does Shawn attempt to get the widow Quin to do unsuccessfully?,Seduce Christy.,Seduce Christy,What does Shawn attempt to get the widow Quin to do unsuccessfully ?,Seduce Christy .,Seduce Christy
916835cb4bcb3baa6333e7cca25bef7710dbdcbc,test,Why did Todd tell Olive he didn't believe the rumors about her sleeping around?,He remembered that she had lied for him years ago about having kissed.,Todd remembers when Olive lied when he was not ready for his first kiss,Why did Todd tell Olive he did n't believe the rumors about her sleeping around ?,He remembered that she had lied for him years ago about having kissed .,Todd remembers when Olive lied when he was not ready for his first kiss
0c6bb0eb4a8f40ba3bdd6b1e6e86163e759d04e9,test,What becomes of Don Gormas?,He is killed in the duel with Rodrige.,He is killed ,What becomes of Don Gormas ?,He is killed in the duel with Rodrige .,He is killed
aaeca5ea3551106cc8279887ebbeca8fd3f029dd,train,Why is Lola so intent on seducing Ned?,Lola wants revenge on Ned's wife Lana.,to get revenge,Why is Lola so intent on seducing Ned ?,Lola wants revenge on Ned s wife Lana .,to get revenge
c20376ae98862798c0a74bd146abbd9f73ac2b64,train,Why do the four teens buy Bones' condemned brownstone?,The plan to renovate it into a nightclub.,To turn it into a night club,Why do the four teens buy Bones ' condemned brownstone ?,The plan to renovate it into a nightclub .,To turn it into a night club
64ba22441a196287de97a49c54c88dbe85fde986,train,Where did Nikki find the severed heads of Arch and Skip?,Inside a well.,The island's well,Where did Nikki find the severed heads of Arch and Skip ?,Inside a well .,The island s well
f18097c1b9a20f47d6c0012cce552a44e71b67b6,train,Which two characters escape into the desert?,Dorothea and D'Amour,D'Amour and Dorothea,Which two characters escape into the desert ?,Dorothea and D'Amour,D'Amour and Dorothea
e524c75271fe0e5c4b1fdbc3c2e297cdecf1b113,test,What does Mr. Benson stop Ruth from doing?,Taking her life by suicide,committing suicide,What does Mr. Benson stop Ruth from doing ?,Taking her life by suicide,committing suicide
e5c7770f84262102e2d284d4589cae5aa6e73872,train,How does Marvel convince King Terribus to become virtuous?,He changes his hideous face to a handsome one.,Marvel change King Terribus hideous face to handsome face.,How does Marvel convince King Terribus to become virtuous ?,He changes his hideous face to a handsome one .,Marvel change King Terribus hideous face to handsome face .
7c41a74fb0e568bd5fc658282facbf79bf541271,test,Who is Vincennes providing tips about celebrity arrests to?,Sid Hudgens.,Sid Hudgens,Who is Vincennes providing tips about celebrity arrests to ?,Sid Hudgens .,Sid Hudgens
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Who did Lona once love?,Tonnesen,Bernick ,Who did Lona once love ?,Tonnesen,Bernick
26d28abf2a82bf87357e2b62234d22b8c2bfe042,train,Why can't Ojo get the butterfly wing he needs from the Winkie Country ruled by the Tin Woodman?,The Tin Woodman won't let him kill any living thing in his land.,the woodman will not allow any living thing to be killed,Why ca n't Ojo get the butterfly wing he needs from the Winkie Country ruled by the Tin Woodman ?,The Tin Woodman wo n't let him kill any living thing in his land .,the woodman will not allow any living thing to be killed
30b0d3485f9e627b64b0feb99a845547c28d970a,train,What does Bart do when Kelly tries to attend the wedding?,He will not let Kelly in.,Turn him away,What does Bart do when Kelly tries to attend the wedding ?,He will not let Kelly in .,Turn him away
d30548e59e55ef9f39f252e10e126fc4430a822d,test,What happens when David arrives at work?,His friend Charlie is frozen in time and strange men are investigating him,He finds Charlie frozen in time. ,What happens when David arrives at work ?,His friend Charlie is frozen in time and strange men are investigating him,He finds Charlie frozen in time .
821b9a891aac7ceb29a0054e9e6d3eb7d2234af6,train,Why did the sailor leave Ellida?,He murdered his Captain.,He had to leave because he killed his captain ,Why did the sailor leave Ellida ?,He murdered his Captain .,He had to leave because he killed his captain
4b687c107c958aa724d6cb584e692bb1b065caaf,train,What is Caruther's occupation?,Official in the Foreign Office,A Foreign Office official. ,What is Caruther s occupation ?,Official in the Foreign Office,A Foreign Office official .
e6d8d48d6423b539573deb20e723347a0f842199,train,What is Togi's relationship to Taggi?,Togi is Taggi's mate.,They are mates,What is Togi s relationship to Taggi ?,Togi is Taggi s mate .,They are mates
b2a83c1052aa7752a5dbbb8da2e2688dc385f0ed,test,"What character in the story is thought to represent the real man, Carl Weiss?","Anne's brother, the doctor.",Anne's brother or the nephew of Judge Stanton,"What character in the story is thought to represent the real man , Carl Weiss ?","Anne s brother , the doctor .",Anne s brother or the nephew of Judge Stanton
f1c34596be81d736e30489c95e62a198b02d9fac,valid,How old is Christopher when he has to begin work as a laborer to support his family?,Ten years old.,ten years old ,How old is Christopher when he has to begin work as a laborer to support his family ?,Ten years old .,ten years old
40d8b1ee377a7a4addca58e31f12d80c77fd8cb8,test,"Where did Lambert meet his friend Balzac, also known as ""The Poet""?",They met in college.,College de vendome,"Where did Lambert meet his friend Balzac , also known as The Poet ?",They met in college .,College de vendome
3d59cad31537c384e1fde9cc33c518595115a621,train,Where does Earl Lovel die?,England.,England,Where does Earl Lovel die ?,England .,England
3640746739b8863310dc276ab1948c18a94d8803,train,What treatment is Kyle's mom receiving when Kyle first comes to New Providence?,She is in rehab.,She is in rehab.,What treatment is Kyle s mom receiving when Kyle first comes to New Providence ?,She is in rehab .,She is in rehab .
405df1ccf0409ea6040c2a765a0315878f991d79,train,What does Henry quit school to do?,He quit school to work for gangsters.,To be a gangster.,What does Henry quit school to do ?,He quit school to work for gangsters .,To be a gangster .
2ec273117d26cd70933849d2a74327d04865a790,train,What is the environment that Dayne lives in called?,Le Vie Boheme,Naked women,What is the environment that Dayne lives in called ?,Le Vie Boheme,Naked women
6a14d1ba1aa1a6719840cb98a8feb6a711291aa4,train,How many arks were completed when Ardian learns the disaster is coming sooner than expected?,Three.,Three,How many arks were completed when Ardian learns the disaster is coming sooner than expected ?,Three .,Three
d0384c80f6e170845dd6aade076d21da6174c045,train,What does Mr. Cooke name his yacht?,Maria,The Maria.,What does Mr. Cooke name his yacht ?,Maria,The Maria .
2caed8cd33002af756cef1c108986384a0b7066b,train,Who persuades Harold Lee to do their work?,Billy and JD,JD & Billy.,Who persuades Harold Lee to do their work ?,Billy and JD,JD & Billy .
a396cef5286c5c07adbfc2a5d792402c1418d571,train,How is his widow recieved as the role of stevedore by fellow stevedores?,She has some jealous opposition from the other stevedores.,contempt for her success,How is his widow recieved as the role of stevedore by fellow stevedores ?,She has some jealous opposition from the other stevedores .,contempt for her success
8b9c34999d5fc374b25721481ead2767aee00c76,train,What does Rob accidentally touch?,the Master Key of Electricity,The Master Key of Electricity ,What does Rob accidentally touch ?,the Master Key of Electricity,The Master Key of Electricity
9e71e7b6c91472bafddd8c2d1344e84b5899ab2c,train,What happens to Pauline after being named queen?,She is captured by natives on the island.,Kidnapped by natives,What happens to Pauline after being named queen ?,She is captured by natives on the island .,Kidnapped by natives
dcb86aea4a771d1d0f075ab60515105f037fdcc2,train,What does Nigel want to use the money for? ,To pay off a mortgage on his estate ,To pay for his mortgage on his estate.,What does Nigel want to use the money for ?,To pay off a mortgage on his estate,To pay for his mortgage on his estate .
d226b0c7fb662f93cc3298e3caa21212f59e0a36,train,How does Charlie seek redemption in the church?,Sacrificing himself on Johnny's behalf,he decides to sacrifice himself on Johnny's behalf,How does Charlie seek redemption in the church ?,Sacrificing himself on Johnny s behalf,he decides to sacrifice himself on Johnny s behalf
f4b73f85ef41a1d9c729959832a6722637e0a6ab,test,What happens to Mahina?,"He is killed by a lion, and his half-eaten body is discovered the next morning.",is drug from the tent and half eaten,What happens to Mahina ?,"He is killed by a lion , and his half-eaten body is discovered the next morning .",is drug from the tent and half eaten
542feab28f7513bfe3ec33b941584fa765ca6b8e,valid,Where is Anne's birthplace?,She is from a small town in Russia.,Green Gables,Where is Anne s birthplace ?,She is from a small town in Russia .,Green Gables
3c55bc1a4ea2c18df8939f9e849eef88150088dd,test,"How many children in Carlisle (out of 1,000) died before the age of five after the introduction of mills?","4,738","4,408","How many children in Carlisle ( out of 1,000 ) died before the age of five after the introduction of mills ?","4,738","4,408"
34908951494645a49e708b68ff7cf2bb212da78e,train,How long ago did the events take place that The Man-Who-Did-It described?,Thirty Years ago,Thirty years ago.,How long ago did the events take place that The Man-Who-Did-It described ?,Thirty Years ago,Thirty years ago .
c5210a714c3fecc18d770665ef641c61d10c1317,test,Which character gets mad fun of for wearing a cast?,Nell,Nell,Which character gets mad fun of for wearing a cast ?,Nell,Nell
311862def6b1e7d1cdf16a9b797f554e1dce866f,train,Which one of the boys goes to sea as the second mate on a ship? ,Emil,Emil,Which one of the boys goes to sea as the second mate on a ship ?,Emil,Emil
424b3b5481b6fa3c49c83f8c347e7ccac9ceb163,train,Whose wallet did Deborah steal?,She stole Mitchell's wallet.,One of the men watching Hugh work. ,Whose wallet did Deborah steal ?,She stole Mitchell s wallet .,One of the men watching Hugh work .
60a79c800ff1d55aedfba99108890ecc3632c456,train,What deal does Hauk offer Snake?,"If Snake rescues the President and the cassette tape that's with him, Hauk will arrange a presidential pardon.",a presidential pardon if Snake successfully rescues the president.,What deal does Hauk offer Snake ?,"If Snake rescues the President and the cassette tape that s with him , Hauk will arrange a presidential pardon .",a presidential pardon if Snake successfully rescues the president .
cb988d19a62895665c8434fc0b1ed41ba0f01357,train,Who doesn't agree with Pierre's plan to form a mob?,His father does not agree with his plan. ,Pierre's father,Who does n't agree with Pierre s plan to form a mob ?,His father does not agree with his plan .,Pierre s father
bf2e4b5bd8d06325ffe3fcee4af99b9d95ee34e4,test,Why does Raizo stay behind after Eurool leaves?,to tend to the ruins o fthe Ozunu retreat,So that he can tend to the ruins of the Ozunu retreat.,Why does Raizo stay behind after Eurool leaves ?,to tend to the ruins o fthe Ozunu retreat,So that he can tend to the ruins of the Ozunu retreat .
b0cdfea5c6b7ac7a87b11c4d8527a4fdaa2a20f5,train,Where is Richard tricked into a duel?,Vauxhall Gardens,Vauxhall Gardens.,Where is Richard tricked into a duel ?,Vauxhall Gardens,Vauxhall Gardens .
96fe0d2109b097524413be7ec351eb78f40b8feb,train,Whose car do Scott and Kevin use to chase after Korda?,Frank Solis' car,Captain Solis.,Whose car do Scott and Kevin use to chase after Korda ?,Frank Solis ' car,Captain Solis .
2584ef223f762658333799d37f593530f02ada28,test,What is Maximilien's occupation?,Cloth merchant.,A cloth merchant,What is Maximilien s occupation ?,Cloth merchant .,A cloth merchant
0e453816e78ebb5abeaf4ea5dc283e1455fd57f9,train,Who falls in love with Eugene?,Tatyana.,Tatyana,Who falls in love with Eugene ?,Tatyana .,Tatyana
9001b135170722af260d09feca9be9d5e293aeef,train,What was the colored woman name?,Aunt Melvy,Aunt Melvy,What was the colored woman name ?,Aunt Melvy,Aunt Melvy
cf493688553201bacfcf215e282c7cfc4173bb8c,train,Which commanding officer was overseeing the ship?,Captain William Decker,Captain Willard Decker,Which commanding officer was overseeing the ship ?,Captain William Decker,Captain Willard Decker
7509505e9ad6632c32e3f831f2d1026aeb6a6f77,train,What happens after Pokrovsky dies?,Dobroselova's mother dies and she is forced to live with her landlady Anna. ,Dobroselevas mother died and she moves across the street with fedora,What happens after Pokrovsky dies ?,Dobroselova s mother dies and she is forced to live with her landlady Anna .,Dobroselevas mother died and she moves across the street with fedora
40d8b1ee377a7a4addca58e31f12d80c77fd8cb8,test,What does Madame de Stael pay for Louis Lambert to do?,Enroll in College,To go to the College de Vendome. ,What does Madame de Stael pay for Louis Lambert to do ?,Enroll in College,To go to the College de Vendome .
c06e4f8169ac1b40871e2794133c8f506aec38ad,train,What role does Shedemei have as the settlers move forward?,Shedemei is a geneticist who ponders what the settlers are trying to do. ,Geneticist - has to think about the social structure.,What role does Shedemei have as the settlers move forward ?,Shedemei is a geneticist who ponders what the settlers are trying to do .,Geneticist - has to think about the social structure .
ef0c3a9a9806e7192ee459ff4ce56ccfa21b3487,test,"Stu had to choose between Kelly and Pam, what would happen then?",the one he does not choose will be killed,The woman not chosen was to be killed.,"Stu had to choose between Kelly and Pam , what would happen then ?",the one he does not choose will be killed,The woman not chosen was to be killed .
9d8ddfe86beba149b3463eeb1bae92919e179fed,valid,What is the name of the hitchhiker? ,Baby,Baby,What is the name of the hitchhiker ?,Baby,Baby
31c7eca71291b68f55dec4af7e61b6bcae8c5a8a,valid,Who does Philammon the Monk go to see in the desert?,Hypatia the Pagan.,Orestes.,Who does Philammon the Monk go to see in the desert ?,Hypatia the Pagan .,Orestes .
d8245cdb0ade25a46e39f67f3d14b167ff33a17c,train,Who is Caitlin's biological father?,Timothy,Timothy,Who is Caitlin s biological father ?,Timothy,Timothy
e66f82b7832a43751dabfd9dce3180dd28bbd0b3,train,What did Montmorency carry in his mouth as his contribution to dinner?,A dead water-rat,A water rat,What did Montmorency carry in his mouth as his contribution to dinner ?,A dead water-rat,A water rat
3c55bc1a4ea2c18df8939f9e849eef88150088dd,test,What four diseases were common during this period of time?,"Smallpox, whooping cough, scarlet fever and measles.","Smallpox, measles, scarlet fever, whooping cough",What four diseases were common during this period of time ?,"Smallpox , whooping cough , scarlet fever and measles .","Smallpox , measles , scarlet fever , whooping cough"
ba8ee38aaf59d57090798dcbe0db6ef416af6533,train,Where are the Skares?,Cruden Bay,Lammas-tide,Where are the Skares ?,Cruden Bay,Lammas-tide
31783db2180c4e27c1e7f920ce9433111cc676b2,test,What does Beletsky convince Olenin to do concerning Maryanka?,To win her love.,attempt to win her love,What does Beletsky convince Olenin to do concerning Maryanka ?,To win her love .,attempt to win her love
46c83ab910bbf794c07735c7d55af442a54d090b,train,What does Mary do after she quits her job?,She mails Joel and Clementine's records to them.,Sends Joel and Clementine their records.,What does Mary do after she quits her job ?,She mails Joel and Clementine s records to them .,Sends Joel and Clementine their records .
fcc49197e2d0dafd6d09384f4f527969cd409a30,test,Who is disturb at the affair? ,Gregory,Sibthorpe,Who is disturb at the affair ?,Gregory,Sibthorpe
cacaa9792f080cab033f10fd7025c5d025f93d0a,train,Why do Edwin and Amy Reardon seperate?,Amy can not come to terms with Edwin's high standards which results in poverty.,Amy cannot accept Edwin's high standards and eventual poverty.,Why do Edwin and Amy Reardon seperate ?,Amy can not come to terms with Edwin s high standards which results in poverty .,Amy can not accept Edwin s high standards and eventual poverty .
33d7b5c04cc6220def312952b53737f1173a5936,test,How many women are interested in Lothair during the story?,There are three women,three,How many women are interested in Lothair during the story ?,There are three women,three
1b48982220584874f6abed587219f6d73e85abd8,train,Which two countries were hinting at war with the Middle East?,The UK and the US.,US and UK,Which two countries were hinting at war with the Middle East ?,The UK and the US .,US and UK
a54378a1ebd634008450c84b82eeb6f8c6e80279,test,What does Mark want Ray to do with the farm?,sell it,Plant corn to restore profitability.,What does Mark want Ray to do with the farm ?,sell it,Plant corn to restore profitability .
26b13fb4ac397ec6d550e209c9979116de71f467,train,What concert does Lester Bangs want William to review?,Black Sabbath,Black Sabbath concert,What concert does Lester Bangs want William to review ?,Black Sabbath,Black Sabbath concert
4499cd7074278be578db6861f7862c3a846e1f5d,train,"Before Roxy decided to switch the babies, What had she contemplated? ",Suicide,Suicide,"Before Roxy decided to switch the babies , What had she contemplated ?",Suicide,Suicide
f9eefde042d49c10f82206e9331d5ebe06136aaf,train,Who does Dorothea appear destined to marry?,"Sir James Chettam, a nearby landowner.",edward casaubon,Who does Dorothea appear destined to marry ?,"Sir James Chettam , a nearby landowner .",edward casaubon
dc036a07046ed47df2ea8927a3f85953b6620267,train,Why did the old house have to be torn down?,Because it was structurally unsound,it is structurally unsound,Why did the old house have to be torn down ?,Because it was structurally unsound,it is structurally unsound
cb5468ec85bb82131dad276d2bdf82161d607aba,train,What happens to Gervaise and Coupeau's daughter?,She becomes a prostitute.,she ran away from home and became a streetwalker,What happens to Gervaise and Coupeau s daughter ?,She becomes a prostitute .,she ran away from home and became a streetwalker
660773d96215d8a9c1dc486a0a9bfd2b0cd2e5b7,test,What century does the story take place?,Eighteenth century.,The 1700's.,What century does the story take place ?,Eighteenth century .,The 1700 s .
88545fa9a5ab807238066a7ab8867ac3adbcd03b,test,What does Annie do when she finds out that Paul has been out of his room?,She straps him to the bed and breaks his ankles.,Breaks his ankles with a sledgehammer to stop him getting out again,What does Annie do when she finds out that Paul has been out of his room ?,She straps him to the bed and breaks his ankles .,Breaks his ankles with a sledgehammer to stop him getting out again
e4a9b95cda2e9aed649c357930536a0397564bcc,train,What does Thomas believe are barriers to making changes as a politician in D.C.?,greed and corruption,Greed and corruption.,What does Thomas believe are barriers to making changes as a politician in D.C. ?,greed and corruption,Greed and corruption .
ca62fc427e58bfba7739e0d514ffe433695ff602,train,What happens to Julius because his cranial interface is damaged?,He can no longer back himself up.,He can't back himself up,What happens to Julius because his cranial interface is damaged ?,He can no longer back himself up .,He ca n't back himself up
508e1b71670d7e0ac93a86e47cbebdbf725ef10d,train,What star is imploded by a solar probe?,Amargosa,Amargosa,What star is imploded by a solar probe ?,Amargosa,Amargosa
6cce85cdf00f2e164a8c9fcd71467d9c46559c20,train,Who became Rose's new business partner?,Her father.,her underachieving sister,Who became Rose s new business partner ?,Her father .,her underachieving sister
5ab44bc45dd55c24d59eccbba8f0d52c4b651016,train,What does Ali tell Stephanie in the hospital?,He tells her that he is in love with her. ,His love for her. ,What does Ali tell Stephanie in the hospital ?,He tells her that he is in love with her .,His love for her .
fcead81b066d683547be06440e91d8b181819fad,train,Who ends up marrying Lizavyeta?,A state official,A state official,Who ends up marrying Lizavyeta ?,A state official,A state official
95714d841d8b02f51dc012464416863a48c7efff,train,What puzzle is never answered?,The Change of Day,The Change of Day ,What puzzle is never answered ?,The Change of Day,The Change of Day
5f6c1b6360c73d8e677d9afb7aeb7cf722e79b46,train,Why does Maurice return to his family home?,He is lonely. ,He feels lonely. ,Why does Maurice return to his family home ?,He is lonely .,He feels lonely .
a8545e0060efd59a881c3724570efba89e2cd261,train,What time period does Ash Williams land in?,A.D. 1300.,A.D. 1300 ,What time period does Ash Williams land in ?,A.D. 1300 .,A.D. 1300
f070ce5262bb59e814309025a4fb2adde266fe35,train,Who provides the estasy?,Skye gives it to Joe and Sally as a gift,Skye,Who provides the estasy ?,Skye gives it to Joe and Sally as a gift,Skye
d8844d709aa624a5ffe70f185dc68488839d37ea,train,What medal is Brewer going to receive?,The Presidential Medal of Freedom,Presidential Medal of Freedom.,What medal is Brewer going to receive ?,The Presidential Medal of Freedom,Presidential Medal of Freedom .
e67c8a23b087fdba5e5266cc21babef9238babc2,train,Which state was Davies jailed in?,Michigan.,"Michigan, but he was not actually arrested for a crime",Which state was Davies jailed in ?,Michigan .,"Michigan , but he was not actually arrested for a crime"
cee9ed60009c325382f35d5c81a5c22ab3cf9200,test,What instrument is the girl in the Ratskeller playing?,Zither,A zither.,What instrument is the girl in the Ratskeller playing ?,Zither,A zither .
cbb15e9755f01a017965f239be1cd3b9277f69ed,train,"Who is discovered to not only be assimilated, but scavenging equipment to create their own escape craft?",Blair,Blair,"Who is discovered to not only be assimilated , but scavenging equipment to create their own escape craft ?",Blair,Blair
c551edfbb8240501afd55b17495674b9a04060e3,train,Where does Po live?,In the valley of peace in china,Valley of Peace,Where does Po live ?,In the valley of peace in china,Valley of Peace
cbe5789facedc849284572575cbe776913c61ec9,train,Who arrives at the Darlings' house?,Peter.,Peter Pan,Who arrives at the Darlings ' house ?,Peter .,Peter Pan
d412a9f26b89becec04da993e314c6cefb6902a9,train,Who is Tom's finance?,Trixie,Trix ,Who is Tom s finance ?,Trixie,Trix
492f2d56eba93816e7d0958e2ba62d36d93bc97e,test,What is Jessica's job?,stripper,stripping,What is Jessica s job ?,stripper,stripping
a44a175d05d139a1cb1c9ddc6879ffcd66b0e2c4,test,What does Valentin do to his collection?,Valentin sets a match and a blaze erupts.,"He burns all of the films, save for one.",What does Valentin do to his collection ?,Valentin sets a match and a blaze erupts .,"He burns all of the films , save for one ."
ecdd7d239978d8bdf03d163b4fb3a5e97518b715,train,What kind of animal was also saved?,A dog,A dog.,What kind of animal was also saved ?,A dog,A dog .
2527b96b0a25841507a88966736c4e40181db6c9,train,"For what reason did Ali divorce his first wife, Sonji Roi?",Ignoring obligations of muslim women (i.e. wearing hijab),She did not abide by Muslim code.,"For what reason did Ali divorce his first wife , Sonji Roi ?",Ignoring obligations of muslim women ( i.e . wearing hijab ),She did not abide by Muslim code .
3e8a859d3d95727497e613f958b06efcc34e839c,test,What does Lola want to become?,An actress.,actress,What does Lola want to become ?,An actress .,actress
